hs6,hscode,품명,MFN(2순위),잠정세율(2순위),APTA(1순위),FTA세율
293729,2937290017,Mestanolone; mesterolone; methandienone (including methyl drostanolone),4%,,,0%
293729,2937290018,"Methyl-1-testosterone, methyltestosterone;Kanok testosterone(including diene nandrolone;19-norandrosterone)",4%,,,0%
293729,2937290019,Methenolone; methandriol(including methyltrienolone),4%,,,0%
293729,2937290021,"Mibolerone; nandrolone; norbolethone; norclostebol (including 19-norandrostenediol, norethandrolone)",4%,,,0%
293729,2937290022,19-noretiocholanolone (including oxandrolone; oxymesterone),4%,,,0%
293729,2937290023,"Oxymesterone, oxymetholone(including prostanozol)",4%,,,0%
293729,2937290024,"Quinbolone , stanozolol, stenbolone(including 1-testosterone, testosterone, trenbolone)",4%,,,0%
293729,2937290025,7α-Hydroxy-DHEA,4%,,,0%
293729,2937290026,7β-Hydroxy-DHEA,4%,,,0%
293729,2937290027,7-Keto-prasterone,4%,,,0%
293729,2937290028,Androstane,4%,,,0%
293729,2937290031,"Androst -5-allyl -3 β, 17 β -estradi",4%,,,0%
293729,2937290032,"Androst -4-allyl -3, 17-two ketone",4%,,,0%
293729,2937290034,androsterone,4%,,,0%
293729,2937290035,"1,4-androstendione (androsterone-1, 4-diene-3, 17-dione)",4%,,,0%
293729,2937290036,Other commodities listed in the doping catalogue,4%,,,0%
293729,2937290091,Exemestane and Other Anticancer Drugs,4%,0%,,0%
293729,2937290099,Other somatotropin and their derivates and structural analogs (tax number of,4%,,,0%
293750,2937500000,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues",4%,,,0%
293790,2937900010,Amino-acid dervatives,4%,,,0%
293790,2937900011,Ma Xiruilin,4%,,,0%
293790,2937900090,Other hormone its derivatives and structural analogues,4%,,,0%
293810,2938100000,Rutoside (rutin) and its derivatives,6.50%,,,0%
293890,2938901000,"Zidovudine, lamivudine, Stavudine, didanosine and their salts",6.50%,,,0%
293890,2938909010,Glycyrrhizic acid powder,6.50%,3%,,0%
293890,2938909020,Salts of glycyrrhizic acid,6.50%,,,0%
293890,2938909030,Glycyrrhetic acid and its derivatives,6.50%,,,0%
293890,2938909040,Other glycyrrhizic acid,6.50%,,,0%
293890,2938909090,"Other glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives",6.50%,,,0%
293911,2939110011,Concentrates of poppy straw,4%,,,0%
293911,2939110012,"Codeine, dihydrocodeine (INN), ethylmorphine (salts thereof)",4%,,,0%
293911,2939110013,"Etorphine(INN), heroin, hydrocodone(INN)(salts thereof)",4%,,,0%
293911,2939110014,"Hydromorphone (INN), morphine, nicomorphine (INN)(salts thereof)",4%,,,0%
293911,2939110015,"Oxycodone(INN), oxymorphone(INN), pholcodine (INN)(salts thereof)",4%,,,0%
293911,2939110016,Thebacon(INN) and thebaine(salts thereof),4%,,,0%
293911,2939110020,Buprenorphine and salts thereof,4%,,,0%
293919,2939190010,Dihydroetorphine and its salts,4%,,,0%
293919,2939190021,"Benzylmorphine, codoxime, desomorphine, acteorphinp(and their salt)",4%,,,0%
293919,2939190022,"Dihydromorphine, hydromorphinol, methyldesorphine, methyldihydromorphine (and their salt)",4%,,,0%
293919,2939190023,"Metopon, morphine-N-oxide, myrophine, normorphine (and their salt)",4%,,,0%
293919,2939190024,"Acetyldihydrocodeine, nicocodine, nicomorphine, norcodeine (and their salt)",4%,,,0%
293919,2939190025,Morphine methobromide and its salt,4%,,,0%
293919,2939190030,Nalbuphine and its salt,4%,,,0%
293919,2939190040,Oripavine(CAS:467-04-9),4%,,,0%
293919,2939190090,Other alkaloids of opium and their derivatives; salts thereof,4%,,,0%
293920,2939200000,Alkaloids of cinchona and their derivatives; salts thereof,4%,,,0%
293930,2939300010,Caffeine,4%,,,0%
293930,2939300090,Salts of caffeine,4%,,,0%
293941,2939410010,"Ephedrine (ephedrine, ephedrine-hydrochloride)",4%,,,0%
293941,2939410020,Ephedrine sulfate,4%,,,0%
293941,2939410030,Racephedrine hydrochloride,4%,,,0%
293941,2939410040,Ephedrine oxalate,4%,,,0%
293941,2939410090,Salts of ephedrine,4%,,,0%
293942,2939420010,"Pseudoephedrine (pseudoephedrine, pseudoephedrine hydrochloride)",4%,,,0%
293942,2939420020,Pseudoephedrine sulfate,4%,,,0%
293942,2939420090,Salts of pseudoephedrine (D-2-methylamino-1-phenylethyl carbinol),4%,,,0%
293943,2939430000,d-Norpseudoephedrine and its salts,4%,,,0%
293944,2939440000,Norephedrine and its salts,4%,,,0%
293949,2939490010,Methylephedrine hydrochloride,4%,,,0%
293949,2939490020,DL-methylephedrine hydrochloride,4%,,,0%
293949,2939490090,Other ephedrines and their salts,4%,,,0%
293951,2939510000,Fenetylline(INN) and its salts,4%,,,0%
293959,2939590000,Other,4%,,,0%
293961,2939610010,Ergometrine (INN),4%,,,0%
293961,2939610090,Salt of ergometrine (INN),4%,,,0%
293962,2939620010,Ergotamine (INN),4%,,,0%
293962,2939620090,Salts of ergotamine (INN),4%,,,0%
293963,2939630010,Lysergic acid,4%,,,0%
293963,2939630090,Salts of lysergic acid,4%,,,0%
293969,2939690010,Lysergide and its salts,4%,,,0%
293969,2939690090,Other alkaloids of rye ergot and their derivatives (salts thereof),4%,,,0%
293971,2939711000,Cacaine and its salts,4%,,,0%
293971,2939719011,"Levometamfet-amine (and their salts, esters and other derivatives)",4%,,,0%
293971,2939719012,"Metamfetamine(INN) (and their salts, esters and other derivatives)",4%,,,0%
293971,2939719013,"Metamfetamine racemate (and their salts, esters and other derivatives)",4%,,,0%
293971,2939719014,Ephedrine Chloride,4%,,,0%
293971,2939719020,Ecgonine and its salts,4%,,,0%
293979,2939791010,Nicotine,4%,,,0%
293979,2939791090,Salts of nicotine,4%,,,0%
293979,2939792010,Strychnine,4%,,,0%
293979,2939792090,Salts of strychnine,4%,,,0%
293979,2939799011,"Cathinone, mescaline (and their salts)",4%,,,0%
293979,2939799012,"Psilocine, psilocybin (and their salts)",4%,,,0%
293979,2939799091,"Vinorelbine tartrate, vincristine sulfate, topotecan hydrochloride, irinotecan hydrochloride, and other anticancer drug substances",4%,0%,,0%
293979,2939799099,"Other vegetable alkaliods and their derivatives (including salts, es-ters and other derivates of vegetable alkaliods)(tax number of Separating anti-cancer pharmaceutical raw materials)",4%,,,0%
293980,2939800000,Other,4%,,,0%
294000,2940001000,Xylose,6%,,,1.80%
294000,2940009000,Other,6%,,,1.80%
294110,2941101100,Ampicillin,6%,,3%,0%
294110,2941101200,Ampicillin trihydrate,6%,,3%,0%
294110,2941101900,Other,6%,,3%,0%
294110,2941109100,Amoxycillin,4%,,,0%
294110,2941109200,Amoxycillin trihydrate,4%,,3.20%,0%
294110,2941109300,6-Aminopenicillanic acid,4%,,,0%
294110,2941109400,Penicillin V,4%,,,0%
294110,2941109500,Sulfobenzylpenicillin,4%,,,0%
294110,2941109600,Cloxacillin,4%,,,0%
294110,2941109900,Other,4%,,,0%
294120,2941200011,Streptomycin sulfate,4%,,,0%
294120,2941200090,"Other streptomycin and its derivatives, salt",4%,,,0%
294130,2941301100,Tetracyclines,4%,,,0%
294130,2941301200,Salts of tetracyclines,4%,,,0%
294130,2941302000,Tetracyclines derivatives and their salts:,4%,,,0%
294140,2941400000,Chloramphenicol and its derivatives; salts thereof,4%,,,0%
294150,2941500000,Erythromycin and its derivatives; salts thereof,4%,,,0%
294190,2941901000,Gentamycin and its derivatives; salts thereof,4%,,,0%
294190,2941902000,Kanamycin and its derivatives; salts thereof,4%,,,0%
294190,2941903000,Rifampicin (RFP); salts thereof,4%,,,0%
294190,2941904000,Lincomycin and its derivatives; salts thereof,4%,,,0%
294190,2941905200,Cefalexin and its salts,6%,,3.90%,0%
294190,2941905300,Cefazolin and its salts,6%,,3%,0%
294190,2941905400,Cefradine and its salts,6%,,3%,0%
294190,2941905500,Ceftriaxone and its salts,6%,0%,3%,0%
294190,2941905600,Cefoperazone and its salts,6%,,3%,0%
294190,2941905700,Cefotaxime and its salts,6%,,3%,0%
294190,2941905800,Cefaclor and its salts,6%,,5%,0%
294190,2941905910,Actidione,6%,,5%,1.80%
294190,2941905990,Other cephamycin and its derivaatives;salts thereof,6%,,5%,1.80%
294190,2941906000,Midecamycin and its derivatives; salts thereof,6%,,3%,0%
294190,2941907000,Acetyl-spiramycin and its derivatives; salts thereof,4%,,,0%
294190,2941909011,Zhongshengmycin,6%,,3.90%,0%
294190,2941909012,Kasugamycin,6%,,3.90%,0%
294190,2941909013,Mycophenolate mofetil,6%,0%,3.90%,0%
294190,2941909014,Arubicin Hydrochloride,6%,0%,3.90%,0%
294190,2941909091,"Pirarubicin, Actinomycin D, Mitomycin, Epirubicin Hydrochloride, Doxorubicin Hydrochloride, Pingyangmycin Hydrochloride, Dauno-rubicin Hydrochloride, Idarubicine Hydrochloride, and Other anti-cancer drug raw materials medicines",6%,0%,3.90%,0%
294190,2941909099,Other antibiotics (tax number of Separating anti-cancer pharmaceutical raw materials),6%,,3.90%,0%
294200,2942000000,Other organic compounds,6.50%,,,0%
300120,3001200010,Extracts of glands or other organs or of their secretions of endangered wild animals,3%,,,0%
300120,3001200021,"Human glands, organs and secretions containing human genetic resources",3%,,,0%
300120,3001200029,"Extracts from other human glands, organs and secretions",3%,,,0%
300120,3001200090,Other extracts of glands of other organs or of their secretions,3%,,,0%
300190,3001901000,Heparin and its salts,3%,,,0%
300190,3001909010,Venom substances prepared (for therapeutic or,3%,,,0%
300190,3001909020,Human products containing human genetic resources,3%,,,0%
300190,3001909091,Other substances of endangered animals for therapeutic or prophylactic uses,3%,,,0%
300190,3001909092,"Human glands, organs, tissues",3%,,,0%
300190,3001909099,Other human or animal substances prepared (for therapeutic or prophylactic uses)not elsewhere specified or included,3%,,,0%
300211,3002110000,Malaria diagnostic tesk kits,3%,0%,,0%
300212,3002120011,Erythropoietin(EPO),3%,0%,,0%
300212,3002120012,Type-1 insulin like growth factor,3%,0%,,0%
300212,3002120013,Mechano Growth Factor,3%,0%,,0%
300212,3002120014,Fibroblast growth factor,3%,0%,,0%
300212,3002120015,Hepatocyte growth factor,3%,0%,,0%
300212,3002120016,Platelet derived growth factor,3%,0%,,0%
300212,3002120017,Vascular endothelial growth factor,3%,0%,,0%
300212,3002120018,Transforming growth factor -β (TGF-β) inhibitors,3%,0%,,0%
300212,3002120019,"Peinisha peptide, Roth Heap",3%,0%,,0%
300212,3002120021,"Hypoxia inducible factor (HIF) activator, hypoxia inducible factor (HIF) stabilizer",3%,0%,,0%
300212,3002120022,"EPO-Fc (IgG4) fusion protein, EPO-Fc fusion protein",3%,0%,,0%
300212,3002120023,Antiserum and other blood components containing human genetic resources,3%,0%,,0%
300212,3002120024,List of other stimulants,3%,0%,,0%
300212,3002120030,Veterinary serum products,3%,0%,,0%
300212,3002120093,Rare disease drug preparation,3%,0%,,0%
300212,3002120099,"Other antisera, other blood fractions and immunological products(Tax number due to seperation of anticancer drugs)",3%,0%,,0%
300213,3002130000,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",3%,0%,,0%
300214,3002140000,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",3%,0%,,0%
300215,3002150010,Anti-cancer drug preparations(excluding cancer adjuncts),3%,0%,,0%
300215,3002150030,Rare disease drug preparation,3%,0%,,0%
300215,3002150040,Veterinary diagnostic products,3%,0%,,0%
300215,3002150050,A novel coronavirus (COVID-19) kit with immunological products as the basic feature has been assigned dose or made into retail packaging.,3%,0%,,0%
300215,3002150090,"Other immunological products, put up in measured doses or in forms or packings for retail sale(Tax number due to seperation of anticancer drugs)",3%,0%,,0%
300219,3002190000,Other,3%,0%,,0%
300220,3002200011,A novel coronavirus (COVID-19) vaccine has been distributed or packaged in retail,3%,0%,,0%
300220,3002200019,A novel coronavirus (COVID-19) vaccine was not prepared for dosing or made into retail packaging,3%,0%,,0%
300220,3002200099,Vaccines for others,3%,0%,,0%
300230,3002300000,Vaccines for veterinary medicine,3%,,,0%
300290,3002901000,Saxitoxin,3%,,,0%
300290,3002902000,Ricitoxin,3%,,,0%
300290,3002903010,Bacteria and virus under sensitive items control,3%,,,0%
300290,3002903020,Bacillus thurinsiensis,3%,,,0%
300290,3002903030,Bacillus subtilis,3%,,,0%
300290,3002903090,Other bacteria and virus,3%,,,0%
300290,3002904010,Genetics material and gene-modified or ganism under sensitive items control,3%,0%,,0%
300290,3002904090,Other genetics material and gene-modified or ganism,3%,0%,,0%
300290,3002909011,Blood preparations of endangered animals,3%,0%,,0%
300290,3002909019,Other human or animal blood preparations,3%,0%,,0%
300290,3002909021,Sclerotinia Rot mildew bite,3%,0%,,0%
300290,3002909022,Paecilomyces lilacinus,3%,0%,,0%
300290,3002909023,Trichoderma harzianum,3%,0%,,0%
300290,3002909024,Pythium oligandrum,3%,0%,,0%
300290,3002909091,Toxin under sensitive items control,3%,0%,,0%
300290,3002909092,Human blood,3%,0%,,0%
300290,3002909099,"Other human blood, other toxins, [including cultures of micro-organisms (excluding yeasts) and similar products]",3%,0%,,0%
300310,3003101100,Ampicillin,0%,,,
300310,3003101200,Amoxycillin,0%,,,
300310,3003101300,Penicillin V,0%,,,
300310,3003101900,Other,0%,,,
300310,3003109000,Other,0%,,,
300320,3003201100,Cefotaxime,0%,,,
300320,3003201200,Ceftazidime,0%,,,
300320,3003201300,Cefoxitin,0%,,,
300320,3003201400,Ceftezole,0%,,,
300320,3003201500,Cefaclor,0%,,,
300320,3003201600,Cefuroxime,0%,,,
300320,3003201700,Cefuroxime,0%,,,
300320,3003201800,Cefoperazone,0%,,,
300320,3003201900,Other,0%,,,
300320,3003209000,Other,0%,,,
300331,3003310000,Containing insulin,0%,,,
300339,3003390000,Other,0%,,,
300341,3003410000,Containing ephedrine or its salts,5%,,,0%
300342,3003420000,Containing pseudoephedrine (INN) or its salts,5%,,,0%
300343,3003430000,Containing norephedrine or its salts,5%,,,0%
300349,3003490010,"Medicaments containing quinine or its salts(consisting of two or more constituents which have been mixed together, not put up in measured doses or in forms or packings for retail sale)",5%,,,0%
300349,3003490090,"Other medicaments containing alkaloids or derivatives thereof(consisting of two or more constituents which have been mixed together, but not containing hormones or other prouducts of heading 29.37 or antibiotics, not put up in measured doses or in forms or packings for retail sale)",5%,,,0%
300360,3003601000,Containing artemisinins and their derivatives,0%,,,
300360,3003609010,"Medicaments containing sulfa drugs (consisting of two or more constituents which have been mixed together, not put up in measured doses or in forms or packings for retail sale)",0%,,,
300360,3003609020,"Medicaments containing endangered animals and plants(consisting of two or more constituents which have been mixed together, not put up in measured doses or in forms or packings for retail sale)",0%,,,
300360,3003609090,"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter(consisting of two or more constituents which have been mixed together, but not containing hormones or other prouducts of heading 29.37 or antibiotics, not put up in measured doses or in forms or packings for retail sale)",0%,,,
300390,3003900010,"Other medicaments containing sulfa drugs(consisting of two or more constituents which have been mixed together, not put up in measured doses or in forms or packings for retail sale)",0%,,,
300390,3003900020,"Other medicaments containing endangered animals and plants (consisting of two or more constituents which have been mixed together, not put up in measured doses or in forms or packings for retail sale)",0%,,,
300390,3003900030,"Other medicaments containing sulfa drugs(consisting of two or more constituents which have been mixed together, not put up in measured doses or in forms or packings for retail sale)",0%,,,
300390,3003900090,"Other medicaments, containing other two or more constituents, not elsewhere specified or included, not put up in measured doses or in forms of packings for retail sale",0%,,,
300410,3004101100,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives: Containing penicillins: Ampicillin, put up in measured doses or in forms of packings for retail sale",0%,,,
300410,3004101210,Formulated dosage of veterinary preparations (including commodities in the Management Catalogue of imported veterinary drugs; including retail packaging),0%,,,
300410,3004101290,Other ampicillin preparations (including retail packaging),0%,,,
300410,3004101300,Penicillin V,0%,,,
300410,3004101910,Formulated dosage of veterinary preparations (including commodities in the Management Catalogue of imported veterinary drugs; including retail packaging),0%,,,
300410,3004101990,Other prescribed doses of penicillin preparations (including retail packaging),0%,,,
300410,3004109000,Other,0%,,,
300420,3004201100,Cefotaxime,0%,,,
300420,3004201200,Ceftazidime,0%,,,
300420,3004201300,Cefoxitin,0%,,,
300420,3004201400,Ceftezole,0%,,,
300420,3004201500,Cefaclor,0%,,,
300420,3004201600,Cefuroxime,0%,,,
300420,3004201700,Cefuroxime,0%,,,
300420,3004201800,Cefoperazone,0%,,,
300420,3004201920,Formulated dosage of veterinary preparations (including commodities in the Management Catalogue of imported veterinary drugs; including retail packaging),0%,,,1.80%
300420,3004201990,"Other cephalosporin preparations, put up in measured doses(including in forms of packing for retail sale)",0%,,,1.80%
300420,3004209020,Formulated dosage of veterinary preparations (including commodities in the Management Catalogue of imported veterinary drugs; including retail packaging),0%,,,
300420,3004209091,Anti-cancer drug preparations(excluding cancer adjuncts),0%,,,
300420,3004209099,"Containing other antibiotics of drugs, put up in measured dose(including in forms or packing for retail sale)(Tax number due to seperation of anticancer drugs)",0%,,,
300431,3004311010,"Simple preparation with recombinant human insulin, put up in measured doses (including in forms or packing for retail sale)",0%,,,
300431,3004311090,"Containing recombinant human insulin of other drugs, put up in measured doses(excluding antibiotics, including in forms or packing for retail sale)",0%,,,
300431,3004319010,"Other single preparations, containing insulin, put up in measured dose(including in forms or packing for retail sale)",0%,,,
300431,3004319090,"Other medicaments, containing insulin, put up in measured doses(excluding antibiotics, including in forms or packing for retail sale)",0%,,,
300432,3004320011,"Single preparations, containing androstenediol or androstenedione, put up in measured doses(including in forms or packing for retail sale)",0%,,,
300432,3004320012,"Single preparations, containing formebolone, put up in measured dose(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320013,"Single preparations, containing androst-4-ene-3β, 17αdiol[4-androstenediol (3β, 17α)], put up in measured dose(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320014,"Single peparations, containing androst-5-ene-3β, 17α-diol[5-androstenediol (3β, 17α)], put up in measured dose(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320015,"Single preparations, containing 4-androstenediol or ethylestrenol, put up in measured dose(including their derivatives and structural analogues, in froms or packing for retail sale)",0%,,,
300432,3004320016,"Single preparations, containing androstenedione isomer, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320017,"Single preparations, containing 5α-androstane-3α, 17β-estrad[dihydroandrosterone(3β, 17α)] or 5βandrostane-3α, 17β-glycol [ 5β-dihydroandrosterone (3α, 17β)], put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320018,"Single preparations, containing 5α-androstane-3α, 17β-estrad[dihydroandrosterone(3β, 17α)], put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320019,"Single preparations, containing bolasterone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320021,"Single preparations, containing boldenone, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320022,"Single preparations, containing androstadien-3, 17dione, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320023,"Single preparations, containing calusterone or danazol, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320024,"Single preparations, containing clostebol, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320025,"Single preparations, containing dehydrochloro-methyltestosterone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320026,Uniform formulations containing methylclostebo,0%,,,
300432,3004320028,"Single preparations, containing prasterone or dormostanolone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320029,"Single preparations, containing deoxymethyltestosterone or dihydrotestosterone, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320031,"Single preparations, containing epi-dihydrotestosterone or fluoxymesterone, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320032,"Single preparations, containing furazabol, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320033,"Single preparations, containing gestrinone or 4hydroxyltestosterone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320034,"Single preparations, containing 3α-hydroxide-5α-androstane-17-ketone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320035,"Single preparations, containing mesterolone or methandienone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320036,"Single preparations, containing 2α, 17α-dimethyl5α-androstane-3-ketone-17β-alcohol, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320037,"Single preparations, containing 17α-methyl-17β-hydroxy-estr-4, 9(10)-di-3-ketone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320038,"Single preparations, containing Methyl-1-testosterone or methylnortestosterone, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320039,"Single preparations, containing 17α-methyl-17β-hydroxy-estr-4, 9, 11triene-3-ketone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320041,"Single preparations, containing mestanolone or methenolone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320042,"Single preparations, containing methandriol or methyltestosterone or mibolerone, put up in measured doses (including their derivatives and structural analogues , in forms or packing for retail sale)",0%,,,
300432,3004320043,"Single preparations, containing nandrolone or norboletone or norclostebol, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320044,"Single preparations, containing 19-norandrostenedion or 19-norandrostenedione, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320045,"Single preparations, containing norandrosterone or norethandrolone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retailsale)",0%,,,
300432,3004320046,"Single preparations, containing 19-noretiocholanolone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320047,"Single preparations, containing oxabolone or oxandrolone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320048,"Single preparations, containing Oxymesterone or oxymetholone, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retailsale)",0%,,,
300432,3004320049,"Single preparations, containing 17β-hydroxy-5α-androstane[3, 2-c] pyrazole, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320051,"Single preparations, containing quinbolone or tibolone or trenbolone, put up in measured doses(including their derivatives andstructural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320052,"Single preparations, containing stanozolol or stenbolone, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320053,"Single preparations, containing 1-testosterone or testosterone, put up in measured doses (including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320054,"Single preparations, containing tetrahydrogestrinone or zeranol, put up in measured doses(including their derivatives and structural analogues, in forms or packing for retail sale)",0%,,,
300432,3004320061,Formulated dosage of veterinary preparations (including commodities in the Management Catalogue of imported veterinary drugs; including retail packaging),0%,,,
300432,3004320071,"Single preparartions, 5-Androstenediol(3β, 17β)[5androstene-glycol(3β, 17β)], put up in measured doses(including their derivatives and strutural analogues, in forms or packing for retailsale)",0%,,,
300432,3004320072,"Single preparartions, androstenedione(4-androsteneglycol), put up in measured doses(including their derivatives and strutural analogues, in forms or packing for retailsale)",0%,,,
300432,3004320074,"Single preparartions, 7α-hydroxy-DHEA, put up in measured doses(including their derivatives and strutural analogues, in forms or packing for retailsale)",0%,,,
300432,3004320075,"Single preparartions, 7β-hydroxy-DHEA, put up in measured doses(including their derivatives and strutural analogues, in forms or packing for retailsale)",0%,,,
300432,3004320076,"Single preparartions, 7-carbonyl Prasterone(put up in measured doses and in forms or packing for retail sale)",0%,,,
300432,3004320077,"Single preparartions, Androstane, put up in measured doses(including their derivatives and strutural analogues, in forms or packing for retailsale)",0%,,,
300432,3004320078,"Formula containing 1, 4-androstenedione(androsterone-1, 4-diene-3, 17-dione)",0%,,,
300432,3004320099,"Drugs containing corticosteroed hormone, put up inmeasured doses (excluding antibiotics, including their derivatives and structural analogues, in forms or packing for retail sale)(Tax number due to seperation of anticancer drugs)",0%,,,
300439,3004390011,"Single preparations, containting clenbuterol, put up in measured doses(including packing for retail sale)",0%,,,
300439,3004390025,"Single preparartions, HCG and luteinizing hormone put up in measured doses[including Growth hormone releasing peptide (GHRPs), Plummer Relin (growth hormone releasing peptide -2), CJC-1295 (CAS No. 863288-34-0), growth hormone releasing peptide -6, growth hormone releasing hormone and its analogues, growth Ji Sucu secretion agent, packing for retail sale]",0%,,,
300439,3004390026,"Single preparations, peptide hormones[ including retail packaging, and have dosage or retail packaging Ai Rui Mo Ruilin, A Bernard Relin, Bushrui Lin, Sha Ruilin, sea corticorelin, Iraq Mo Ruilin, Mo Ruilin, Mo Ruilin, Gore Bernard Relin, on behalf of triptorelin, Ge Ruilin (brain gut peptide) and its preparations) analogue.]",0%,,,
300439,3004390027,Monomer preparation dose containing leuprolide,0%,,,
300439,3004390028,Monomer preparation containing dose of DHEA therapy,0%,,,
300439,3004390029,List of other stimulants,0%,,,
300439,3004390040,Formulated dosage of veterinary preparations (including commodities in the Management Catalogue of imported veterinary drugs; including retail packaging),0%,,,
300439,3004390091,Anti-cancer drug preparations(excluding cancer adjuncts),0%,,,
300439,3004390092,Other formulations containing follistatin in prescribed doses,0%,,,
300439,3004390093,Other prescribed does containing maxillin,0%,,,
300439,3004390095,"Pharmaceutical preparations for rare diseases , including the first batch and the second batch of related commodities in the list of rare diseases drugs",0%,,,
300439,3004390099,"Other medicines that have been dosed with harmones or products of heading 2937(without antibiotics, including retail packaging)(Tax number due to seperation of anticancer drugs)",0%,,,
300441,3004410010,"Ephedrine Hydrochloride Tablets, ephedrine hydrochloride injection, ephedrine sulfate tablets",5%,,,0%
300441,3004410020,"Other preparations containing ephedrine and its salts, put up in measured doses or in forms or packings for retail sale",5%,,,0%
300441,3004410090,"Other drugs containing ephedrine and its salts, put up in measured doses or in forms or packings for retail sale",5%,,,0%
300442,3004420010,Pseudoephedrine Hydrochloride Tablets,5%,,,0%
300442,3004420020,"Other preparations containing pseudoephedrine and its salts, put up in measured doses or in forms or packings for retail sale",5%,,,0%
300442,3004420090,"Other drugs containing pseudoephedrine and its salts, put up in measured doses or in forms or packings for retail sale",5%,,,0%
300443,3004430010,"Preparations cathine and its salts, put up in measured doses, packings for retail sale",5%,,,0%
300443,3004430090,"Other drugs containing norephedrine and salts, put up in measured doses, packings for retail sale",5%,,,0%
300449,3004490010,"Medicaments containing quinine or its salts, put up in measured doses, packings for retail sale",5%,,,0%
300449,3004490020,"Compound preparations, containing codeine, its derivatives and salts, put up in measured doses, packings for retail sale",5%,,,0%
300449,3004490031,"Buprenorphine Transdermal patch, and its salts, put up in measured doses, packings for retail sale",5%,,,0%
300449,3004490039,"Other single preparations, containing alkaloids spirit drug and its derivatives, put up in measured doses, packings for retail",5%,,,0%
300449,3004490040,"Single preparations, containing alkaloids narcotic drugs and its derivatives, put up in measured doses, packings for retail sale",5%,,,0%
300449,3004490050,Morphine and atropine sulfate injection,5%,,,0%
300449,3004490061,Medicaments containing paracetamol and hydrocodone bitartrate tablet or its salt,5%,,,0%
300449,3004490062,Medicaments containing ergotamine and caffeine tablet or caffeine and sodium benzoate or its salt,5%,,,0%
300449,3004490063,Compound Platycodon and Liquorice tablets? put up in measured doses or in forms of packings for retail sale,5%,,,0%
300449,3004490070,Paracetamol and Dihydrocodeine Tartrate Tablets,5%,,,0%
