hscode,품명,기본세율,FTA,hs6
2604000040,Nickel content,Free,,260400
2604000080,Other metal content,Free,,260400
2605000000,Cobalt ores and concentrates,Free,,260500
2606000030,Refractory grade,Free,,260600
2606000060,Other,Free,,260600
2606000090,Other,Free,,260600
2607000010,Copper content,1.1¢/kg on lead content,Free,260700
2607000020,Lead content,1.1¢/kg on lead content,Free,260700
2607000030,Zinc content,1.1¢/kg on lead content,Free,260700
2607000040,Silver content,1.1¢/kg on lead content,Free,260700
2607000050,Gold content,1.1¢/kg on lead content,Free,260700
2608000010,Copper content,Free,,260800
2608000020,Lead content,Free,,260800
2608000030,Zinc content,Free,,260800
2608000040,Silver content,Free,,260800
2608000050,Gold content,Free,,260800
2609000000,Tin ores and concentrates,Free,,260900
2610000020,Having a chromium content equivalent to not more than 40 percent chromic oxide (Cr2O3),Free,,261000
2610000040,Having a chromium content equivalent to more than 40 percent but less than 46 percent chromic oxide (Cr2O3),Free,,261000
2610000060,Having a chromium content equivalent to 46 percent or more chromic oxide (Cr2O3),Free,,261000
2611003000,Ores,Free,,261100
2611006000,Concentrates,37.5¢/kg on tungsten content,Free,261100
2612100000,Uranium ores and concentrates,Free,,261210
2612200000,Thorium ores and concentrates,Free,,261220
2613100000,Roasted,12.8¢/kg on molybdenum content + 1.8%,Free,261310
2613900000,Other,17.8¢/kg on molybdenum content,Free,261390
2614003000,Synthetic rutile,Free,,261400
2614006020,Ilmenite and ilmenite sand,Free,,261400
2614006040,Other (including rutile and rutile sand),Free,,261400
2615100000,Zirconium ores and concentrates,Free,,261510
2615903000,Synthetic tantalum-niobium (columbium) concentrates,Free,,261590
2615906030,Niobium (columbium) ores and concentrates,Free,,261590
2615906060,Tantalum ores and concentrates,Free,,261590
2615906090,Vanadium ores and concentrates,Free,,261590
2616100010,Copper content,0.8¢/kg on lead content,Free,261610
2616100020,Lead content,0.8¢/kg on lead content,Free,261610
2616100030,Zinc content,0.8¢/kg on lead content,Free,261610
2616100040,Silver content,0.8¢/kg on lead content,Free,261610
2616100080,Gold content,0.8¢/kg on lead content,Free,261610
2616900010,Copper content,1.7¢/kg on lead content,Free,261690
2616900020,Lead content,1.7¢/kg on lead content,Free,261690
2616900030,Zinc content,1.7¢/kg on lead content,Free,261690
2616900040,Gold content,1.7¢/kg on lead content,Free,261690
2616900050,Other precious metal content,1.7¢/kg on lead content,Free,261690
2617100000,Antimony ores and concentrates,Free,,261710
2617900030,Beryllium ores and concentrates,Free,,261790
2617900060,Other,Free,,261790
2618000000,Granulated slag (slag sand) from the manufacture of iron or steel,Free,,261800
2619003000,Ferrous scale,Free,,261900
2619009000,Other,Free,,261900
2620110000,Hard zinc spelter,Free,,262011
2620193000,Zinc dross and zinc skimmings,Free,,262019
2620196010,Copper content,0.7¢/kg on copper content + 0.7¢/kg on lead content,Free,262019
2620196020,Lead content,0.7¢/kg on copper content + 0.7¢/kg on lead content,Free,262019
2620196030,Zinc content,0.7¢/kg on copper content + 0.7¢/kg on lead content,Free,262019
2620196040,Silver content,0.7¢/kg on copper content + 0.7¢/kg on lead content,Free,262019
2620196050,Gold content,0.7¢/kg on copper content + 0.7¢/kg on lead content,Free,262019
2620210010,Copper content,Free,,262021
2620210020,Lead content,Free,,262021
2620210030,Zinc content,Free,,262021
2620210040,Silver content,Free,,262021
2620210050,Gold content,Free,,262021
2620290010,Copper content,Free,,262029
2620290020,Lead content,Free,,262029
2620290030,Zinc content,Free,,262029
2620290040,Silver content,Free,,262029
2620290050,Gold content,Free,,262029
2620300010,Copper content,Free,,262030
2620300020,Lead content,Free,,262030
2620300030,Zinc content,Free,,262030
2620300040,Silver content,Free,,262030
2620300050,Gold content,Free,,262030
2620400030,Vanadium bearing materials,Free,,262040
2620400060,Other,Free,,262040
2620601000,Of a kind used only for the extraction of arsenic or the manufacture of its chemical compounds,5%,Free,262060
2620609000,Other,Free,,262060
2620910000,"Containing antimony, beryllium, cadmium, chromium or their mixtures",Free,,262091
2620991000,Containing mainly vanadium,Free,,262099
2620992000,Containing mainly tungsten,17.6¢/kg on tungsten content + 3.8%,Free,262099
2620993000,Materials not provided for elsewhere in this heading containing by weight over 10 percent nickel,Free,,262099
2620995000,"Slag containing by weight over 40 percent titanium, and which if containing over 2 percent by weight of copper, lead, or zinc is not to be treated for the recovery thereof",Free,,262099
2620997520,Vanadium bearing materials,Free,,262099
2620997560,Other materials containing silver,Free,,262099
2620997580,Other materials containing gold,Free,,262099
2620997590,"Other materials that do not contain vanadium, silver or gold",Free,,262099
2620998500,Other,Free,,262099
2621100000,Ash and residues from the incineration of municipal waste,Free,,262110
2621900000,Other,Free,,262190
2701110000,Anthracite,Free,,270111
2701120010,Metallurgical coal,Free,,270112
2701120050,Other,Free,,270112
2701190010,Sub-bituminous coal,Free,,270119
2701190050,Other,Free,,270119
2701200000,"Briquettes, ovoids and similar solid fuels manufactured from coal",Free,,270120
2702100000,"Lignite, whether or not pulverized, but not agglomerated",Free,,270210
2702200000,Agglomerated lignite,Free,,270220
2703000000,"Peat (including peat litter), whether or not agglomerated",Free,,270300
2704000011,"Coke larger than 100 mm (4 inches) in maximum diameter and at least 50 percent of which is retained on a 100-mm (4-inch) sieve after drop shatter testing pursuant to ASTM D 3038, of a kind used in foundries",Free,,270400
2704000025,Other,Free,,270400
2704000050,Other,Free,,270400
2705000000,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons",Free,,270500
2706000000,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars",Free,,270600
2707100000,Benzene,Free,,270710
2707200000,Toluene,Free,,270720
2707300010,m-Xylene,Free,,270730
2707300020,o-Xylene,Free,,270730
2707300030,p-Xylene,Free,,270730
2707300040,Other,Free,,270730
2707400000,Naphthalene,Free,,270740
2707500000,Other aromatic hydrocarbon mixtures of which 65 percent or more by volume (including losses) distills at 250˚C by the ISO 3405 method (equivalent to the ASTM D 86 method),Free,,270750
2707910000,Creosote oils,Free,,270791
2707991000,Light oil,Free,,270799
2707992000,Picolines,Free,,270799
2707994000,Carbazole having a purity of 65 percent or more by weight,0.9¢/kg + 3%,Free,270799
2707995100,Containing more than 50 percent by weight of hydroxybenzene,2.9¢/kg + 12.5%,Free,270799
2707995500,"Metacresol, orthocresol, paracresol and metaparacresol, all the foregoing having a purity of 75 percent or more by weight",0.9¢/kg + 3%,Free,270799
2707995900,Other,Free,,270799
2707999010,Carbon black feedstocks,Free,,270799
2707999090,Other,Free,,270799
2708100000,Pitch,Free,,270810
2708200000,Pitch coke,Free,,270820
2709001000,Testing under 25 degrees A.P.I.,5.25¢/bbl,Free,270900
2709002010,Condensate derived wholly from natural gas,10.5¢/bbl,Free,270900
2709002090,Other,10.5¢/bbl,Free,270900
2710121510,Leaded,52.5¢/bbl,Free,271012
2710121514,Reformulated,52.5¢/bbl,Free,271012
2710121519,Other,52.5¢/bbl,Free,271012
2710121520,"Jet fuel, naphtha-type",52.5¢/bbl,Free,271012
2710121550,Other,52.5¢/bbl,Free,271012
2710121805,Reformulated blendstock for oxygenate blending (RBOB),52.5¢/bbl,Free,271012
2710121890,Other,52.5¢/bbl,Free,271012
2710122500,Naphthas (except motor fuel or motor fuel blending stock),10.5¢/bbl,Free,271012
2710124545,Insulating or transformer oils,10.5¢/bbl,Free,271012
2710124590,Other,10.5¢/bbl,Free,271012
2710129000,Other,7%,Free,271012
2710190605,Containing not more than 500 ppm of sulfur,5.25¢/bbl,Free,271019
2710190615,Containing more than 500 ppm of sulfur,5.25¢/bbl,Free,271019
2710190625,Fuel oil No. 5,5.25¢/bbl,Free,271019
2710190630,Fuel oil No. 6,5.25¢/bbl,Free,271019
2710190635,Other,5.25¢/bbl,Free,271019
2710190650,Other,5.25¢/bbl,Free,271019
2710191102,Containing not more than 15 ppm of sulfur,10.5¢/bbl,Free,271019
2710191103,Containing more than 15 ppm but not more than 500 ppm of sulfur,10.5¢/bbl,Free,271019
2710191104,Containing more than 500 ppm of sulfur,10.5¢/bbl,Free,271019
2710191105,Containing not more than 15 ppm of sulfur,10.5¢/bbl,Free,271019
2710191107,Containing more than 15 ppm but not more than 500 ppm of sulfur,10.5¢/bbl,Free,271019
2710191108,Containing more than 500 ppm of sulfur,10.5¢/bbl,Free,271019
2710191111,Containing not more than 15 ppm of sulfur,10.5¢/bbl,Free,271019
2710191113,Containing more than 15 ppm but not more than 500 ppm of sulfur,10.5¢/bbl,Free,271019
2710191114,Containing more than 500 ppm of sulfur,10.5¢/bbl,Free,271019
2710191115,Containing not more than 500 ppm of sulfur,10.5¢/bbl,Free,271019
2710191125,Containing more than 500 ppm of sulfur,10.5¢/bbl,Free,271019
2710191150,Having a Saybolt Universal viscosity at 37.8˚C of more than 125 seconds (heavy fuel oils),10.5¢/bbl,Free,271019
2710191600,Kerosene-type jet fuel,52.5¢/bbl,Free,271019
2710192400,Motor fuel,52.5¢/bbl,Free,271019
2710192500,Motor fuel blending stock,52.5¢/bbl,Free,271019
2710192600,Kerosene (except kerosene-type jet fuel,10.5¢/bbl,Free,271019
2710193010,Aviation engine lubricating oils,84¢/bbl,Free,271019
2710193020,"Automotive, diesel or marine engine lubricating oils",84¢/bbl,Free,271019
2710193030,"Turbine lubricating oil, including marine",84¢/bbl,Free,271019
2710193040,Automotive gear oils,84¢/bbl,Free,271019
2710193050,Steam cylinder oils,84¢/bbl,Free,271019
2710193070,Quenching or cutting oils,84¢/bbl,Free,271019
2710193080,Other,84¢/bbl,Free,271019
2710193500,Containing not over 10 percent by weight of salts of fatty acids of animal (including marine animal) or vegetable origin,5.80%,Free,271019
2710194000,Other,1.3¢/kg + 5.7%,Free,271019
2710194530,Medicinal grade,10.5¢/bbl,Free,271019
2710194540,Other,10.5¢/bbl,Free,271019
2710194545,Insulating or transformer oils,10.5¢/bbl,Free,271019
2710194590,Other,10.5¢/bbl,Free,271019
2710199000,Other,7%,Free,271019
2710200510,Having a Saybolt Universal viscosity at 37.8˚C of 45 seconds or more but not more than 125 seconds (No. 4-type fuel oils),5.25¢/bbl,Free,271020
2710200520,Having a Saybolt Universal viscosity at 37.8˚C of more than 125 seconds (heavy fuel oils),5.25¢/bbl,Free,271020
2710200550,Other,5.25¢/bbl,Free,271020
2710201002,Containing not more than 15 ppm of sulfur,10.5¢/bbl,Free,271020
2710201003,Containing more than 15 ppm but not more than 500 ppm of sulfur,10.5¢/bbl,Free,271020
2710201004,Containing more than 500 ppm of sulfur,10.5¢/bbl,Free,271020
2710201005,Containing not more than 15 ppm of sulfur,10.5¢/bbl,Free,271020
2710201007,Containing more than 15 ppm but not more than 500 ppm of sulfur,10.5¢/bbl,Free,271020
2710201008,Containing more than 500 ppm of sulfur,10.5¢/bbl,Free,271020
2710201011,Containing not more than 15 ppm of sulfur,10.5¢/bbl,Free,271020
2710201013,Containing more than 15 ppm but not more than 500 ppm of sulfur,10.5¢/bbl,Free,271020
2710201014,Containing more than 500 ppm of sulfur,10.5¢/bbl,Free,271020
2710201015,Containing not more than 500 ppm of sulfur,10.5¢/bbl,Free,271020
2710201025,Containing more than 500 ppm of sulfur,10.5¢/bbl,Free,271020
2710201050,Having a Saybolt Universal viscosity at 37.8˚C of more than 125 seconds (heavy fuel oils),10.5¢/bbl,Free,271020
2710201500,"Kerosene-type jet fuel, motor fuel or motor fuel blending stock",52.5¢/bbl,Free,271020
2710202500,"Kerosene (except kerosene-type jet fuel, motor fuel or motor fuel blending stock)",10.5¢/bbl,Free,271020
2710910000,"Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",10.5¢/bbl,Free,271091
2710990500,Testing under 25 degrees A.P.I.,5.25¢/bbl,Free,271099
2710991000,Testing 25 degrees A.P.I. or more,10.5¢/bbl,Free,271099
2710991600,Wastes of motor fuel or of motor fuel blending stock,52.5¢/bbl,Free,271099
2710992100,Wastes of kerosene or naphthas,10.5¢/bbl,Free,271099
2710993100,Of oils,84¢/bbl,Free,271099
2710993200,Containing not over 10 percent by weight of salts of fatty acids of animal (including marine animal) or vegetable origin,5.80%,Free,271099
2710993900,Other,1.3¢/kg + 5.7%,Free,271099
2710994500,"Mixtures of hydrocarbons not elsewhere specified or included, which contain not over 50 percent of any single hydrocarbon compound",10.5¢/bbl,Free,271099
2710999000,Other,7%,Free,271099
2711110000,Natural gas,Free,,271111
2711120010,Propane with a minimum purity of 90 liquid volume percent,Free,,271112
2711120020,Other,Free,,271112
2711130010,"Butanes with a purity of 90 liquid volume percent or more, but less than 95 liquid volume percent",Free,,271113
2711130020,Other,Free,,271113
2711140010,Ethylene,Free,,271114
2711140020,Propylene,Free,,271114
2711140030,Butylene,Free,,271114
2711140040,Butadiene,Free,,271114
2711190010,Ethane,Free,,271119
2711190020,Other,Free,,271119
2711210000,Natural gas,Free,,271121
2711290010,Propane with a minimum purity of 90 liquid volume percent,Free,,271129
2711290015,Other,Free,,271129
2711290020,"Butanes with a purity of 90 liquid volume percent or more, but less than 95 liquid volume percent",Free,,271129
2711290025,Other,Free,,271129
2711290060,Other,Free,,271129
2712100000,Petroleum jelly,Free,,271210
2712200000,Paraffin wax containing by weight less than 0.75 percent of oil,Free,,271220
2712901000,Montan wax,Free,,271290
2712902000,Other,Free,,271290
2713110000,Not calcined,Free,,271311
2713120000,Calcined,Free,,271312
2713200000,Petroleum bitumen,Free,,271320
2713900000,Other residues of petroleum oils or of oils obtained from bituminous materials,Free,,271390
2714100000,Bituminous or oil shale and tar sands,Free,,271410
2714900000,Other,Free,,271490
2715000000,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs)",Free,,271500
2716000000,Electrical energy,Free,,271600
2801100000,Chlorine,Free,,280110
2801200000,Iodine,Free,,280120
2801301000,Fluorine,3.70%,Free,280130
2801302000,Bromine,5.50%,Free,280130
2802000000,"Sulfur, sublimed or precipitated; colloidal sulfur",Free,,280200
2803000010,Carbon black,Free,,280300
2803000050,Other,Free,,280300
2804100000,Hydrogen,3.70%,Free,280410
2804210000,Argon,3.70%,Free,280421
2804290010,Helium,3.70%,Free,280429
2804290050,Other,3.70%,Free,280429
2804300000,Nitrogen,3.70%,Free,280430
2804400000,Oxygen,3.70%,Free,280440
2804500010,Boron,Free,,280450
2804500020,Tellurium,Free,,280450
2804610000,Containing by weight not less than 99.99 percent of silicon,Free,,280461
2804691000,Containing by weight less than 99.99 percent but not less than 99 percent of silicon,5.30%,Free,280469
2804695000,Other,5.50%,Free,280469
2804700000,Phosphorus,Free,,280470
2804800000,Arsenic,Free,,280480
2804900000,Selenium,Free,,280490
2805110000,Sodium,5.30%,Free,280511
2805120000,Calcium,3%,Free,280512
2805191000,Strontium,3.70%,Free,280519
2805192000,Barium,Free,,280519
2805199000,Other,5.50%,Free,280519
2805300005,Lanthanum,5%,Free,280530
2805300010,Cerium,5%,Free,280530
2805300015,Praseodymium,5%,Free,280530
2805300020,Neodymium,5%,Free,280530
2805300050,Other,5%,Free,280530
2805300090,Other,5%,Free,280530
2805400000,Mercury,1.70%,Free,280540
2806100000,Hydrogen chloride (Hydrochloric acid),Free,,280610
2806200000,Chlorosulfuric acid,4.20%,Free,280620
2807000000,Sulfuric acid; oleum,Free,,280700
2808000010,Nitric acid,Free,,280800
2808000020,Sulfonitric acids,Free,,280800
2809100000,Diphosphorus pentaoxide,Free,,280910
2809200010,Containing less than 65 percent available diphosphorus pentaoxide (P2O5) equivalents,Free,,280920
2809200020,Other,Free,,280920
2809200030,Other,Free,,280920
2809200040,Polyphosphoric acids,Free,,280920
2810000000,Oxides of boron; boric acids,1.50%,Free,281000
2811110000,Hydrogen fluoride (Hydrofluoric acid),Free,,281111
2811120000,Hydrogen cyanide (hydrocyanic acid),4.20%,Free,281112
2811191000,Arsenic acid,2.30%,Free,281119
2811193000,Hydrobromic acid,Free,,281119
2811196110,Sulfamic acid,4.20%,Free,281119
2811196190,Other,4.20%,Free,281119
2811210000,Carbon dioxide,3.70%,Free,281121
2811221000,Synthetic silica gel,3.70%,Free,281122
2811225000,Other,Free,,281122
2811291000,Arsenic trioxide,Free,,281129
2811292000,Selenium dioxide,Free,,281129
2811293000,Sulfur dioxide,4.20%,Free,281129
2811295000,Other,3.70%,Free,281129
2812110000,Carbonyl dichloride (phosgene),3.70%,Free,281211
2812120000,Phosphorous oxychloride,3.70%,Free,281212
2812130000,Phosphorous trichloride,3.70%,Free,281213
2812140000,Phosphorous pentachloride,Free,,281214
2812150000,Sulfur monochloride,3.70%,Free,281215
2812160000,Sulfur dichloride,3.70%,Free,281216
2812170000,Thionyl chloride,3.70%,Free,281217
2812190000,Other,3.70%,Free,281219
2812900000,Other,3.70%,Free,281290
2813100000,Carbon disulfide,3.70%,Free,281310
2813901000,Of arsenic,Free,,281390
2813902000,Of phosphorus,Free,,281390
2813905000,Other,3.70%,Free,281390
2814100000,Anhydrous ammonia,Free,,281410
2814200000,Ammonia in aqueous solution,Free,,281420
2815110000,Solid,Free,,281511
2815120000,In aqueous solution (Soda lye or liquid soda),Free,,281512
2815200050,In solid form,Free,,281520
2815200090,Other,Free,,281520
2815300000,Peroxides of sodium or potassium,3.70%,Free,281530
2816100000,Hydroxide and peroxide of magnesium,3.10%,Free,281610
2816401000,Of strontium,4.20%,Free,281640
2816402000,Of barium,2%,Free,281640
2817000000,Zinc oxide; zinc peroxide,Free,,281700
2818101000,Crude,Free,,281810
2818102010,"White, pink or ruby, containing more than 97.5 percent by weight of aluminum oxide",1.30%,Free,281810
2818102090,Other,1.30%,Free,281810
2818200000,"Aluminum oxide, other than artificial corundum",Free,,281820
2818300000,Aluminum hydroxide,Free,,281830
2819100000,Chromium trioxide,3.70%,Free,281910
2819900000,Other,3.70%,Free,281990
2820100000,Manganese dioxide,4.70%,Free,282010
2820900000,Other,4.70%,Free,282090
2821100010,Black,3.70%,Free,282110
2821100020,Red,3.70%,Free,282110
2821100030,Yellow,3.70%,Free,282110
2821100040,Other,3.70%,Free,282110
2821100050,Other,3.70%,Free,282110
2821200000,Earth colors,5.50%,Free,282120
2822000000,Cobalt oxides and hydroxides; commercial cobalt oxides,0.10%,Free,282200
2823000000,Titanium oxides,5.50%,Free,282300
2824100000,"Lead monoxide (litharge, massicot)",3%,Free,282410
2824901000,Lead suboxide (leady litharge),5.50%,Free,282490
2824902000,Red lead and orange lead,3.40%,Free,282490
2824905000,Other,4.80%,Free,282490
2825100000,Hydrazine and hydroxylamine and their inorganic salts,3.70%,Free,282510
2825200000,Lithium oxide and hydroxide,3.70%,Free,282520
2825300010,Vanadium pentoxide (anhydride),5.50%,Free,282530
2825300050,Other,5.50%,Free,282530
2825400000,Nickel oxides and hydroxides,Free,,282540
2825501000,Cupric oxide,4.30%,Free,282550
2825502000,Cuprous oxide,5%,Free,282550
2825503000,Copper hydroxides,3.90%,Free,282550
2825600000,Germanium oxides and zirconium dioxide,3.70%,Free,282560
2825700000,Molybdenum oxides and hydroxides,3.20%,Free,282570
2825800000,Antimony oxides,Free,,282580
2825901000,Beryllium oxide and hydroxide,3.70%,Free,282590
2825901500,Niobium oxide,3.70%,Free,282590
2825902000,Tin oxides,4.20%,Free,282590
2825903000,Tungsten oxides,5.50%,Free,282590
2825907500,Cadmium oxide,Free,,282590
2825909000,Other,3.70%,Free,282590
2826120000,Of aluminum,Free,,282612
2826191000,Of ammonium,3.10%,Free,282619
2826192000,Of sodium,3.70%,Free,282619
2826199000,Other,3.90%,Free,282619
2826300000,Sodium hexafluoroaluminate (Synthetic cryolite),Free,,282630
2826901000,Fluorosilicates of sodium or of potassium,4.10%,Free,282690
2826909000,Other,3.10%,Free,282690
2827100000,Ammonium chloride,2.90%,Free,282710
2827200000,Calcium chloride,Free,,282720
2827310000,Of magnesium,1.50%,Free,282731
2827320000,Of aluminum,Free,,282732
2827350000,Of nickel,3.70%,Free,282735
2827391000,Of vanadium,5.50%,Free,282739
2827392500,Of tin,4.20%,Free,282739
2827393000,Of titanium,4.90%,Free,282739
2827394000,Of tungsten,5.50%,Free,282739
2827394500,Of barium,4.20%,Free,282739
2827395500,Of iron,3.70%,Free,282739
2827396000,Of cobalt,4.20%,Free,282739
2827396500,Of zinc,1.60%,Free,282739
2827399000,Other,3.70%,Free,282739
2827410000,Of copper,3.90%,Free,282741
2827491000,Of vanadium,5.50%,Free,282749
2827495000,Other,5.50%,Free,282749
2827510000,Bromides of sodium or of potassium,Free,,282751
2827592500,"Of ammonium, of calcium or of zinc",Free,,282759
2827595100,Other,3.60%,Free,282759
2827601000,Of calcium or of copper,Free,,282760
2827602000,Of potassium,2.80%,Free,282760
2827605100,Other,4.20%,Free,282760
2828100000,Commercial calcium hypochlorite and other calcium hypochlorites,2.40%,Free,282810
2828900000,Other,3.70%,Free,282890
2829110000,Of sodium,Free,,282911
2829190100,Other,3.30%,Free,282919
2829900500,Potassium bromate,Free,,282990
2829902500,Sodium bromate,Free,,282990
2829904000,Of potassium,3.10%,Free,282990
2829906100,Other,3.70%,Free,282990
2830100000,Sodium sulfides,3.70%,Free,283010
2830901000,"Zinc sulfide, luminescent grade having a purity of 99.99 percent or more by weight",Free,,283090
2830901500,Other zinc sulfide,2.80%,Free,283090
2830902000,Cadmium sulfide,3.10%,Free,283090
2830909000,Other,3%,Free,283090
2831101000,Sodium formaldehyde sulfoxylate,Free,,283110
2831105000,Other,5.50%,Free,283110
2831900000,Other,5.50%,Free,283190
2832100000,Sodium sulfites,1.50%,Free,283210
2832200000,Other sulfites,3.10%,Free,283220
2832301000,Sodium thiosulfate,1.50%,Free,283230
2832305000,Other,3.10%,Free,283230
2833111000,Salt cake,Free,,283311
2833115010,Anhydrous,0.40%,Free,283311
2833115050,Other,0.40%,Free,283311
2833190000,Other,Free,,283319
2833210000,Of magnesium,3.70%,Free,283321
2833220000,Of aluminum,Free,,283322
2833240000,Of nickel,3.20%,Free,283324
2833250000,Of copper,1.40%,Free,283325
2833270000,Of barium,0.60%,Free,283327
2833291000,Of cobalt,1.40%,Free,283329
2833292000,Of iron,Free,,283329
2833293000,Of vanadium,5.50%,Free,283329
2833294000,Of chromium,3.70%,Free,283329
2833294500,Of zinc,1.60%,Free,283329
2833295100,Other,3.70%,Free,283329
2833300000,Alums,1.60%,Free,283330
2833402000,Of sodium,3.70%,Free,283340
2833406010,Of potassium,3.10%,Free,283340
2833406020,Of ammonium,3.10%,Free,283340
2833406050,Other,3.10%,Free,283340
2834101000,Of sodium,5.50%,Free,283410
2834105000,Other,3.10%,Free,283410
2834210000,Of potassium,Free,,283421
2834290500,Of bismuth,5.50%,Free,283429
2834291000,Of calcium,Free,,283429
2834292000,Of strontium,4.20%,Free,283429
2834295100,Other,3.50%,Free,283429
2835100000,Phosphinates (hypophosphites) and phosphonates (phosphites),3.10%,Free,283510
2835220000,Of mono- or disodium,1.40%,Free,283522
2835240000,Of potassium,3.10%,Free,283524
2835250000,"Calcium hydrogenorthophosphate (""Dicalcium phosphate"")",Free,,283525
2835260000,Other phosphates of calcium,Free,,283526
2835291000,Of aluminum,Free,,283529
2835292000,Of triammonium,1.50%,Free,283529
2835293000,Of trisodium,2.20%,Free,283529
2835295100,Other,4.10%,Free,283529
2835310000,Sodium triphosphate (Sodium tripolyphosphate),1.40%,Free,283531
2835391000,Of potassium,3.10%,Free,283539
2835395000,Other,3.70%,Free,283539
2836200000,Disodium carbonate,1.20%,Free,283620
2836300000,Sodium hydrogencarbonate (Sodium bicarbonate),Free,,283630
2836401000,Dipotassium carbonate,1.90%,Free,283640
2836402000,Potassium hydrogencarbonate (Potassium bicarbonate),1.30%,Free,283640
2836500000,Calcium carbonate,Free,,283650
2836600000,Barium carbonate,2.30%,Free,283660
2836910010,U.S.P. grade,3.70%,Free,283691
2836910050,Other,3.70%,Free,283691
2836920000,Strontium carbonate,4.20%,Free,283692
2836991000,Cobalt carbonates,4.20%,Free,283699
2836992000,Bismuth carbonate,5.50%,Free,283699
2836993000,Commercial ammonium carbonate and other ammonium carbonates,1.70%,Free,283699
2836994000,Lead carbonates,0.50%,Free,283699
2836995000,Other,3.70%,Free,283699
2837110000,Of sodium,Free,,283711
2837190110,Potassium cyanide,Free,,283719
2837190115,Calcium cyanide,Free,,283719
2837190125,Other,Free,,283719
2837201000,Potassium ferricyanide,1.10%,Free,283720
2837205100,Other,1.70%,Free,283720
2839110000,Sodium metasilicates,1.10%,Free,283911
2839190000,Other,1.10%,Free,283919
2839901000,Of potassium,3.10%,Free,283990
2839905000,Other,3.10%,Free,283990
2840110000,Anhydrous,0.30%,Free,284011
2840190000,Other,0.10%,Free,284019
2840200000,Other borates,3.70%,Free,284020
2840300010,Sodium perborate,3.70%,Free,284030
2840300050,Other,3.70%,Free,284030
2841300000,Sodium dichromate,2.40%,Free,284130
2841501000,Potassium dichromate,1.50%,Free,284150
2841509100,Other,3.10%,Free,284150
2841610000,Potassium permanganate,5%,Free,284161
2841690010,Sodium permanganate,5%,Free,284169
2841690090,Other,5%,Free,284169
2841701000,Of ammonium,4.30%,Free,284170
2841705000,Other,3.70%,Free,284170
2841800010,Of ammonium,5.50%,Free,284180
2841800020,Of calcium,5.50%,Free,284180
2841800050,Other,5.50%,Free,284180
2841901000,Vanadates,5.50%,Free,284190
2841902000,Ammonium perrhenate,3.10%,Free,284190
2841903000,Potassium stannate,3.10%,Free,284190
2841904000,Aluminates,3.10%,Free,284190
2841904500,Chromates of zinc or of lead,3.70%,Free,284190
2841905000,Other,3.70%,Free,284190
2842100000,"Double or complex silicates, including aluminosilicates whether or not chemically defined",3.70%,Free,284210
2842901000,"Fulminates, cyanates and thiocyanates",3.10%,Free,284290
2842909000,Other,3.30%,Free,284290
2843100000,Colloidal precious metals,5.50%,Free,284310
2843210000,Silver nitrate,3.70%,Free,284321
2843290100,Other,3.70%,Free,284329
2843300000,Gold compounds,5%,Free,284330
2843900000,Other compounds; amalgams,3.70%,Free,284390
2844101000,Uranium metal,5%,Free,284410
2844102010,Oxide,Free,,284410
2844102025,Hexafluoride,Free,,284410
2844102055,Other,Free,,284410
2844105000,Other,5%,Free,284410
2844200010,Oxide,Free,,284420
2844200020,Fluorides,Free,,284420
2844200030,Other,Free,,284420
2844200050,Other,Free,,284420
2844301000,Thorium compounds,5.50%,Free,284430
2844302010,Oxide,Free,,284430
2844302020,Fluorides,Free,,284430
2844302050,Other,Free,,284430
2844305010,Uranium metal,5%,Free,284430
2844305050,Other,5%,Free,284430
2844400010,"Elements, isotopes and compounds with cobalt-60 radioactivity only",Free,,284440
2844400021,"Americium-241, californium-252, curium-244, cesium-137, gadolinium-153, iridium-192, promethium-147, radium-226, selenium-75, or ytterbium-169",Free,,284440
2844400028,Other,Free,,284440
2844400050,Other,Free,,284440
2844500000,Spent (irradiated) fuel elements (cartridges) of nuclear reactors,Free,,284450
2845100000,Heavy water (Deuterium oxide),Free,,284510
2845900000,Other,Free,,284590
2846100010,Cerium oxides,5.50%,Free,284610
2846100050,Other,5.50%,Free,284610
2846902005,Containing lanthanum as the predominant metal,Free,,284690
2846902015,Containing yttrium or scandium as the predominant metal,Free,,284690
2846902040,Other,Free,,284690
2846902082,Containing yttrium or scandium as the predominant metal,Free,,284690
2846902084,Other,Free,,284690
2846904000,Yttrium bearing materials and compounds containing by weight more than 19 percent but less than 85 percent yttrium oxide equivalent,Free,,284690
2846908070,Containing lanthanum as the predominant metal,3.70%,Free,284690
2846908075,Other,3.70%,Free,284690
2846908090,Other,3.70%,Free,284690
2847000000,"Hydrogen peroxide, whether or not solidified with urea",3.70%,Free,284700
2849100000,Of calcium,1.80%,Free,284910
2849201000,Crude,Free,,284920
2849202000,"In grains, or ground, pulverized or refined",0.50%,Free,284920
2849901000,Of boron,3.70%,Free,284990
