hscode,품명,기본세율,FTA,hs6
2918290090,Other,0.00%,0.00%,291829
2918300010,"Benzophenone-3,3′,4,4′-tetracarboxylic dianhydride (CAS RN 2421-28-5)",6.50%,0.00%,291830
2918300015,2-fluoro-5-formylbenzoic acid (CAS|RN|550363-85-4),6.50%,0.00%,291830
2918300025,(E)-1-ethoxy-3-oxobut-1-en-1-olate; 2-methylpropan-1-olate; titanium(4+) (CAS RN 83877-91-2),6.50%,0.00%,291830
2918300030,Methyl-2-benzoylbenzoate (CAS RN 606-28-0),6.50%,0.00%,291830
2918300035,3-Oxocyclobutane-1-carboxylic acid with a purity by weight of 98 % or more (CAS RN 23761-23-1),6.50%,0.00%,291830
2918300050,Ethyl acetoacetate (CAS RN 141-97-9),6.50%,0.00%,291830
2918300060,4-Oxovaleric acid (CAS RN 123-76-2),6.50%,0.00%,291830
2918300070,2-​[4-​Chloro-​3-​(chlorosulphonyl)​benzoyl]​benzoic acid (CAS RN 68592-12-1),6.50%,0.00%,291830
2918300080,Methyl benzoylformate (CAS RN 15206-55-0),6.50%,0.00%,291830
2918300090,Other,0.00%,0.00%,291830
2918910000,"2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",6.50%,0.00%,291891
2918994000,"2,6-Dimethoxybenzoic acid; dicamba (ISO); sodium phenoxyacetate",0.00%,0.00%,291899
2918999010,"3,4-Epoxycyclohexylmethyl 3,4-epoxycyclohexanecarboxylate (CAS RN 2386-87-0)",6.50%,0.00%,291899
2918999013,3-Methoxy-2-methylbenzoyl chloride (CAS|RN|24487-91-0),6.50%,0.00%,291899
2918999015,"Ethyl 2,3-epoxy-3-phenylbutyrate (CAS RN 77-83-8)",6.50%,0.00%,291899
2918999018,Ethyl 2-hydroxy-2-(4-phenoxyphenyl)propanoate (CAS RN 132584-17-9),6.50%,0.00%,291899
2918999020,Methyl 3-methoxyacrylate (CAS RN 5788-17-0),6.50%,0.00%,291899
2918999023,"1,8-Dihydroxyanthraquinone-3-carboxylic acid (CAS RN 478-43-3)",6.50%,0.00%,291899
2918999025,Methyl (E)-3-methoxy-2-(2-chloromethylphenyl)-2-propenoate (CAS|RN|117428-51-0),6.50%,0.00%,291899
2918999027,Ethyl 3-ethoxypropionate (CAS RN 763-69-9),6.50%,0.00%,291899
2918999030,Methyl 2-(4-hydroxyphenoxy)propionate (CAS RN 96562-58-2),6.50%,0.00%,291899
2918999033,"Vanillic Acid (CAS RN 121-34-6) containing -not more than 10 ppm of Palladium (CAS RN 7440-05-3), -not more than 10 ppm of bismuth (CAS RN 7440-69-9), -not more than 14 ppm of formaldehyde (CAS RN 50-00-0), -not more than 1,3 % by weight of 3,4-dihydroxybenzoic acid (CAS RN 99-50-3), -not more than 0,5 % by weight of vanillin (CAS RN 121-33-5)",6.50%,0.00%,291899
2918999035,p-Anisic acid (CAS RN 100-09-4),6.50%,0.00%,291899
2918999038,Diclofop-methyl (ISO) (CAS|RN|51338-27-3),6.50%,0.00%,291899
2918999040,trans-4-Hydroxy-3-methoxycinnamic acid (CAS RN 1135-24-6),6.50%,0.00%,291899
2918999045,4-Methylcatechol dimethyl acetate (CAS RN 52589-39-6),6.50%,0.00%,291899
2918999050,"Methyl 3,4,5-trimethoxybenzoate (CAS RN 1916-07-0)",6.50%,0.00%,291899
2918999055,Stearyl glycyrrhetinate(CAS RN 13832-70-7),6.50%,0.00%,291899
2918999060,"3,4,5-Trimethoxybenzoic acid (CAS RN 118-41-2)",6.50%,0.00%,291899
2918999065,"Acetic acid, difluoro[1,1,2,2-tetrafluoro-2-(pentafluoroethoxy)ethoxy]-, ammonium salt (CAS RN 908020-52-0)",6.50%,0.00%,291899
2918999070,Allyl-(3-methylbutoxy)acetate (CAS RN 67634-00-8),6.50%,0.00%,291899
2918999080,"Sodium 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate, (CAS RN 62476-59-9)",6.50%,0.00%,291899
2918999085,Trinexapac-Ethyl (ISO) (CAS RN 95266-40-3) with a purity by weight of 96|% or more,6.50%,0.00%,291899
2918999090,Other,0.00%,0.00%,291899
2919100000,"Tris(2,3-dibromopropyl) phosphate",6.50%,0.00%,291910
2919900015,"Benzene-1,3-diyl tetraphenyl bis(phosphate) (CAS|RN|57583-54-7)",6.50%,0.00%,291990
2919900020,Tris(2-chloroethyl) phosphate (CAS RN 115-96-8),6.50%,0.00%,291990
2919900025,Triphenyl phosphate (CAS RN 115-86-6),6.50%,0.00%,291990
2919900030,"Aluminium hydroxybis[2,2′-methylenebis(4,6-di-_tert_-butylphenyl)phosphate] (CAS RN 151841-65-5)",6.50%,0.00%,291990
2919900035,"2,2'-Methylenebis(4,6-di-tert-butylphenyl) phosphate, monosodium salt (CAS RN 85209-91-2) with a purity by weight of 95 % or more, with particles greater than 100µm used in the manufacture of nucleating agents with a particle size (D90) no greater than 35 µm as measured by a light scattering technique",6.50%,0.00%,291990
2919900040,Tri-n-hexylphosphate (CAS RN 2528-39-4),6.50%,0.00%,291990
2919900045,Trixylyl phosphate (CAS RN 25155-23-1),6.50%,0.00%,291990
2919900050,Triethyl phosphate (CAS RN 78-40-0),6.50%,0.00%,291990
2919900060,Bisphenol-A bis(diphenyl phosphate) (CAS|RN|5945-33-5),6.50%,0.00%,291990
2919900070,Tris(2-butoxyethyl)phosphate (CAS RN 78-51-3),6.50%,0.00%,291990
2919900090,Other,0.00%,0.00%,291990
2920110000,Parathion (ISO) and parathion-methyl (ISO) (methyl-parathion),6.50%,0.00%,292011
2920190010,Fenitrothion (ISO) (CAS RN 122-14-5),6.50%,0.00%,292019
2920190020,Tolclofos-methyl (ISO) (CAS RN 57018-04-9),6.50%,0.00%,292019
2920190030,"2,2'-Oxybis(5,5-dimethyl-1,3,2-dioxaphosphorinane)-2,2'-disulphide (CAS RN 4090-51-1)",6.50%,0.00%,292019
2920190090,Other,0.00%,0.00%,292019
2920210000,Dimethyl phosphite,6.50%,0.00%,292021
2920220000,Diethyl phosphite,6.50%,0.00%,292022
2920230000,Trimethyl phosphite,6.50%,0.00%,292023
2920240000,Triethyl phosphite,6.50%,0.00%,292024
2920290010,"O,O'-Dioctadecyl pentaerythritol bis(phosphite)|(CAS RN 3806-34-6)",6.50%,0.00%,292029
2920290015,"Phosphorous acid 3,3',5,5'-tetrakis(1,1-dimethylethyl)-6,6'-dimethyl[1,1'-biphenyl]-2,2'-diyl tetra-1-naphthalenyl ester (CAS|RN|198979-98-5)",6.50%,0.00%,292029
2920290020,Tris(methylphenyl)phosphite (CAS RN 25586-42-9),6.50%,0.00%,292029
2920290030,"2,2'-[[3,3',5,5'-Tetrakis(1,1-dimethylethyl)[1,1'-biphenyl]-2,2'-diyl]bis(oxy)]bis[biphenyl-1,3,2-dioxaphosphepine] (CAS RN 138776-88-2)",6.50%,0.00%,292029
2920290040,"Bis(2,4-dicumylphenyl)pentaerythritol diphosphite (CAS RN 154862-43-8)",6.50%,0.00%,292029
2920290050,Fosetyl-aluminium (CAS RN 39148-24-8),6.50%,0.00%,292029
2920290060,Fosetyl-sodium (CAS RN 39148-16-8) in form of an aqueous solution with a content by weight of fosetyl-sodium of 35|% or more but not more than 45|% for use in the manufacture of pesticides,6.50%,0.00%,292029
2920290070,"Tris (2,4-di-tert-butylphenyl)phosphite (CAS RN 31570-04-4)",6.50%,0.00%,292029
2920290080,"2,4,8,10-tetrakis(1,1-dimethylethyl)-6-(2-ethylhexyloxy)-12H dibenzo[d,g][1,3,2]dioxaphosphocin (CAS RN 126050-54-2) with a purity by weight of 95 % or more",6.50%,0.00%,292029
2920290090,Other,6.50%,0.00%,292029
2920300000,Endosulfan (ISO),6.50%,0.00%,292030
2920901010,Diethyl sulphate|(CAS RN 64-67-5),6.50%,0.00%,292090
2920901015,Ethyl methyl carbonate (CAS RN 623-53-0),6.50%,0.00%,292090
2920901020,"Diallyl 2,2'-oxydiethyl dicarbonate (CAS RN 142-22-3)",6.50%,0.00%,292090
2920901025,Diethyl carbonate (CAS RN 105-58-8),6.50%,0.00%,292090
2920901035,Vinylene carbonate (CAS RN 872-36-6),6.50%,0.00%,292090
2920901040,Dimethyl carbonate (CAS RN 616-38-6),6.50%,0.00%,292090
2920901050,Di-tert-butyl dicarbonate (CAS RN 24424-99-5),6.50%,0.00%,292090
2920901060,"2,4-Di-tert-butyl-5-nitrophenyl methyl carbonate (CAS RN|873055-55-1)",6.50%,0.00%,292090
2920901075,Dimethyl Sulphate (CAS RN 77-78-1) with a purity of at least 99 %,6.50%,0.00%,292090
2920901080,Sodium 2-[2-(2-tridecoxyethoxy)ethoxy]ethyl sulphate (CAS RN 25446-78-0) in the form of a liquid paste with a content by weight in water of 62|% or more but not more than 65|%,6.50%,0.00%,292090
2920901090,Other,0.00%,0.00%,292090
2920907020,Diethyl phosphorochloridate (CAS RN 814-49-3),6.50%,0.00%,292090
2920907030,"2-isopropoxy-4,4,5,5-tetramethyl-1,3,2-dioxaborolane (CAS|RN|61676-62-8)",6.50%,0.00%,292090
2920907060,Bis(neopentylglycolato)diboron (CAS RN 201733-56-4),6.50%,0.00%,292090
2920907080,Bis(pinacolato)diboron (CAS|RN|73183-34-3),6.50%,0.00%,292090
2920907090,Other,0.00%,0.00%,292090
2921110000,"Methylamine, di- or trimethylamine and their salts",6.50%,0.00%,292111
2921120000,"2-(N,N-Dimethylamino)ethylchloride hydrochloride",6.50%,0.00%,292112
2921130000,"2-(N,N-Diethylamino)ethylchloride hydrochloride",6.50%,0.00%,292113
2921140000,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0.00%,0.00%,292114
2921194000,"1,1,3,3-Tetramethylbutylamine",0.00%,0.00%,292119
2921195000,Diethylamine and its salts,0.00%,0.00%,292119
2921199920,Ethyl(2-methylallyl)amine (CAS RN 18328-90-0),6.50%,0.00%,292119
2921199930,Allylamine (CAS RN 107-11-9),6.50%,0.00%,292119
2921199945,2-Chloro-N-(2-chloroethyl)ethanamine hydrochloride (CAS RN 821-48-7),6.50%,0.00%,292119
2921199970,"N,N-Dimethyloctylamine - boron trichloride (1:1) (CAS|RN|34762-90-8)",6.50%,0.00%,292119
2921199975,Octadecylamine (CAS RN 124-30-1),6.50%,0.00%,292119
2921199980,"Taurine (CAS RN 107-35-7), with 0,5 % addition of anti-caking agent silicon dioxide (CAS RN 112926-00-8)",6.50%,0.00%,292119
2921199990,Other,0.00%,0.00%,292119
2921210000,Ethylenediamine and its salts,6.00%,0.00%,292121
2921220000,Hexamethylenediamine and its salts,6.50%,0.00%,292122
2921290020,Tris[3-(dimethylamino)propyl]amine|(CAS RN 33329-35-0),6.00%,0.00%,292129
2921290030,Bis[3-(dimethylamino)propyl]methylamine|(CAS RN 3855-32-1),6.00%,0.00%,292129
2921290040,Decamethylenediamine (CAS RN 646-25-3),6.00%,0.00%,292129
2921290050,"N'-[3-(Dimethylamino)propyl]-N,N-dimethylpropane-1,3-diamine, (CAS RN 6711-48-4)",6.00%,0.00%,292129
2921290060,Bis(2-dimethylaminoethyl)(methyl)amine (CAS RN 3030-47-5),6.00%,0.00%,292129
2921290090,Other,0.00%,0.00%,292129
2921301010,2-(4-(cyclopropanecarbonyl)phenyl)-2-methylpropanoic acid cyclohexylamine salt (CAS|RN|1690344-90-1),6.30%,0.00%,292130
2921301090,Other,0.00%,0.00%,292130
2921309100,"Cyclohex-1,3-ylenediamine (1,3-diaminocyclohexane)",0.00%,0.00%,292130
2921309930,"1,3-Cyclohexanedimethanamine (CAS RN 2579-20-6)",6.50%,0.00%,292130
2921309940,Cyclopropylamin (CAS RN 765-30-0),6.50%,0.00%,292130
2921309950,Bicyclo[1.1.1]pentan-1-amine hydrochloride (CAS RN 22287-35-0),6.50%,0.00%,292130
2921309990,Other,0.00%,0.00%,292130
2921410010,Aniline (CAS RN 62-53-3) with a purity by weight of 99 % or more,6.50%,0.00%,292141
2921410090,Other,6.50%,0.00%,292141
2921420025,"Sodium hydrogen 2-aminobenzene-1,4-disulphonate (CAS RN 24605-36-5)",6.50%,0.00%,292142
2921420033,2-Fluoroaniline (CAS|RN|348-54-9),6.50%,0.00%,292142
2921420035,2-Nitroaniline (CAS RN 88-74-4),6.50%,0.00%,292142
2921420040,"Sodium sulphanilate (CAS RN 515-74-2), also in form of its mono- or dihydrates (CAS RN 12333-70-0 or 6106-22-5)",6.50%,0.00%,292142
2921420045,"2,4,5-Trichloroaniline (CAS RN 636-30-6)",6.50%,0.00%,292142
2921420050,3-Aminobenzenesulfonic acid (CAS RN 121-47-1),6.50%,0.00%,292142
2921420055,4-Chloroaniline (CAS RN 106-47-8),6.50%,0.00%,292142
2921420060,Sulphanilic acid,6.50%,0.00%,292142
2921420070,"2-Aminobenzene-1,4-disulfonic acid (CAS RN 98-44-2)",6.50%,0.00%,292142
2921420080,4-Chloro-2-nitroaniline (CAS RN 89-63-4),6.50%,0.00%,292142
2921420085,"3,5-Dichloroaniline (CAS RN 626-43-7)",6.50%,0.00%,292142
2921420086,"2,5-Dichloroaniline|(CAS RN 95-82-9)",6.50%,0.00%,292142
2921420087,N-Methylaniline (CAS RN 100-61-8),6.50%,0.00%,292142
2921420088,"3,4-Dichloroaniline-6-sulphonic acid (CAS RN 6331-96-0)",6.50%,0.00%,292142
2921420089,4-Fluoro-N-(1-methylethyl)benzeneamine (CAS RN 70441-63-3),6.50%,0.00%,292142
2921420090,Other,0.00%,0.00%,292142
2921430020,4-Amino-6-chlorotoluene-3-sulphonic acid (CAS RN 88-51-7),6.50%,0.00%,292143
2921430030,3-Nitro-p-toluidine (CAS RN 119-32-4),6.50%,0.00%,292143
2921430040,4-Aminotoluene-3-sulphonic acid (CAS RN 88-44-8),6.50%,0.00%,292143
2921430050,4-Aminobenzotrifluoride (CAS RN 455-14-1),6.50%,0.00%,292143
2921430060,3-Aminobenzotrifluoride (CAS RN 98-16-8),6.50%,0.00%,292143
2921430070,5-Bromo-4-fluoro-2-methylaniline (CAS RN 627871-16-3),6.50%,0.00%,292143
2921430080,2-Methylaniline (CAS RN 95-53-4) with a purity by weight of at least 99 %,6.50%,0.00%,292143
2921430090,Other,0.00%,0.00%,292143
2921440020,Diphenylamine (CAS RN 122-39-4),6.50%,0.00%,292144
2921440090,Other,6.50%,0.00%,292144
2921450020,"2-Aminonaphthalene-1,5-disulphonic acid (CAS RN 117-62-4) or one of its sodium salts (CAS RN 19532-03-7) or (CAS RN 62203-79-6)",6.50%,0.00%,292145
2921450030,(5 or 8)-Aminonaphthalene-2-sulphonic acid (CAS RN 51548-48-2),6.50%,0.00%,292145
2921450050,"7-Aminonaphthalene-1,3,6-trisulphonic acid (CAS RN 118-03-6)",6.50%,0.00%,292145
2921450060,1-Naphthylamine (CAS|RN|134-32-7),6.50%,0.00%,292145
2921450070,8-Aminonaphthalene-2-sulphonic acid (CAS|RN|119-28-8),6.50%,0.00%,292145
2921450080,2-Aminonaphthalene-1-sulphonic acid (CAS RN 81-16-3),6.50%,0.00%,292145
2921450090,Other,0.00%,0.00%,292145
2921460000,"Amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), fencamfamin (INN), lefetamine (INN), levamfetamine (INN), mefenorex (INN) and phentermine (INN); salts thereof",0.00%,0.00%,292146
2921490020,Pendimethalin (ISO) (CAS RN 40487-42-1),6.50%,0.00%,292149
2921490030,4-Isopropylaniline (CAS RN 99-88-7),6.50%,0.00%,292149
2921490035,2-Ethylaniline (CAS RN 578-54-1),6.50%,0.00%,292149
2921490040,N-1-Naphthylaniline (CAS RN 90-30-2),6.50%,0.00%,292149
2921490060,"2,6-Diisopropylaniline (CAS RN 24544-04-5)",6.50%,0.00%,292149
2921490080,4-Heptafluoroisopropyl-2-methylaniline (CAS RN 238098-26-5),6.50%,0.00%,292149
2921490090,Other,0.00%,0.00%,292149
2921511100," m-Phenylenediamine, of a purity by weight of 99|% or more and containing: -|1|% or less by weight of water, -|200|mg/kg or less of o-phenylenediamine and -|450|mg/kg or less of p-phenylenediamine",0.00%,0.00%,292151
2921511910,o-Phenylenediamine (CAS RN 95-54-5),6.50%,0.00%,292151
2921511930,2-Methyl-p-phenylenediamine sulphate (CAS RN 615-50-9),6.50%,0.00%,292151
2921511940,p-Phenylenediamine (CAS RN 106-50-3),6.50%,0.00%,292151
2921511950,Mono- and dichloroderivatives of p-phenylenediamine and p-diaminotoluene,6.50%,0.00%,292151
2921511960,"2,4-Diaminobenzenesulphonic acid (CAS RN 88-63-1)",6.50%,0.00%,292151
2921511970,"4-Bromo- 1,2-diaminobenzene|(CAS|RN|1575-37-7)",6.50%,0.00%,292151
2921511990,Other,6.50%,0.00%,292151
2921519010,"N-(4-Chlorophenyl)benzene-1,2-diamine (CAS RN 68817-71-0) with a purity by weight of 97 % or more",6.50%,0.00%,292151
2921519090,Other,6.50%,0.00%,292151
2921595010,"2,2'-dichloro-4,4'-methylenedianiline (MOCA) (CAS RN 101-14-4)",0.00%,0.00%,292159
2921595090,Other,0.00%,0.00%,292159
2921599010,"Mixture of isomers of 3,5-diethyltoluenediamine (CAS RN 68479-98-1, CAS RN 75389-89-8)",6.50%,0.00%,292159
2921599030,"3,3'-Dichlorobenzidine dihydrochloride (CAS RN 612-83-9)",6.50%,0.00%,292159
2921599040,"4,4'-Diaminostilbene-2,2'-disulphonic acid (CAS RN 81-11-8)",6.50%,0.00%,292159
2921599060,"(2R,5R)-1,6-Diphenylhexane-2,5-diamine dihydrochloride (CAS RN 1247119-31-8)",6.50%,0.00%,292159
2921599070,Tris(4-aminophenyl)methane (CAS|RN|548-61-8),6.50%,0.00%,292159
2921599075,"4,4’- Diaminodiphenylmethane (MDA) (CAS RN 101-77-9)",6.50%,0.00%,292159
2921599085,"4,4'-Methanediyldianiline (CAS RN 101-77-9) with a purity by weight of at least 97 %, in the form of granules, for use in the manufacture of prepolymers",6.50%,0.00%,292159
2921599090,Other,0.00%,0.00%,292159
2922110000,Monoethanolamine and its salts,0.00%,0.00%,292211
2922120000,Diethanolamine and its salts,6.50%,0.00%,292212
2922140000,Dextropropoxyphene (INN) and its salts,0.00%,0.00%,292214
2922150000,Triethanolamine,6.50%,0.00%,292215
2922160000,Diethanolammonium perfluorooctane sulphonate,6.50%,0.00%,292216
2922170000,Methyldiethanolamine and ethyldiethanolamine,6.50%,0.00%,292217
2922180000,"2-(N,N-Diisopropylamino)ethanol",6.50%,0.00%,292218
2922190015,"Aqueous solution, containing by weight: -73 % or more 2-amino-2-methyl-1-propanol (CAS RN 124-68-5), -4,5 % or more, but not more than 27 % water (CAS RN 7732-18-5)",6.50%,0.00%,292219
2922190020,2-(2-Methoxyphenoxy)ethylamine hydrochloride (CAS RN 64464-07-9),6.50%,0.00%,292219
2922190030,"N,N,N',N'-Tetramethyl-2,2'-oxybis(ethylamine) (CAS RN 3033-62-3)",6.50%,0.00%,292219
2922190035,2-[2-(Dimethylamino)ethoxy] ethanol (CAS RN 1704-62-7),6.50%,0.00%,292219
2922190040,(R)-1-((4-amino-2-bromo-5-fluorophenyl)amino)-3-(benzyloxy)propan-2-ol 4-methylbenzenesulphonate (CAS RN 1294504-64-5),6.50%,0.00%,292219
2922190045,2-Methoxymethyl-p-phenylenediamine (CAS|RN|337906-36-2),6.50%,0.00%,292219
2922190050,2-(2-Methoxyphenoxy)ethylamine (CAS RN 1836-62-0),6.50%,0.00%,292219
2922190055,3-Aminoadamantan-1-ol (CAS RN 702-82-9),6.50%,0.00%,292219
2922190060,"N,N,N'-trimethyl-N'-(2-hydroxy-ethyl) 2,2'-oxybis(ethylamine), (CAS RN 83016-70-0)",6.50%,0.00%,292219
2922190065,trans-4-Aminocyclohexanol|(CAS RN 27489-62-9),6.50%,0.00%,292219
2922190075,2-Ethoxyethylamine (CAS RN 110-76-9),6.50%,0.00%,292219
2922190080,"N-[2-[2-(Dimethylamino)ethoxy]ethyl]-N-methyl-1,3-propanediamine (CAS RN 189253-72-3)",6.50%,0.00%,292219
2922190085,"(1S,4R)-cis-4-Amino-2-cyclopentene-1-methanol-D-tartrate (CAS RN 229177-52-0)",6.50%,0.00%,292219
2922190090,Other,0.00%,0.00%,292219
2922210010,"2-Amino-5-hydroxynaphthalene-1,7-disulphonic acid (CAS RN 6535-70-2)",6.50%,0.00%,292221
2922210030,6-Amino-4-hydroxynaphthalene-2-sulphonic acid (CAS RN 90-51-7),6.50%,0.00%,292221
2922210040,7-Amino-4-hydroxynaphthalene-2-sulphonic acid (CAS RN 87-02-5),6.50%,0.00%,292221
2922210050,"Sodium hydrogen 4-amino-5-hydroxynaphthalene-2,7-disulphonate (CAS RN 5460-09-3)",6.50%,0.00%,292221
2922210060,"4-Amino-5-hydroxynaphthalene-2,7-disulphonic acid with a purity by weight of 80|% or more (CAS RN 90-20-0)",6.50%,0.00%,292221
2922210090,Other,6.50%,0.00%,292221
2922290020,3-Aminophenol (CAS RN 591-27-5),6.50%,0.00%,292229
2922290025,5-Amino-o-cresol (CAS RN 2835-95-2),6.50%,0.00%,292229
2922290030,"1,2-Bis(2-aminophenoxy)ethane (CAS|RN|52411-34-4)",6.50%,0.00%,292229
2922290033,o-Phenetidine (CAS RN 94-70-2),6.50%,0.00%,292229
2922290040,4-Hydroxy-6-[(3-sulphophenyl)amino]naphthalene-2-sulphonic acid (CAS|RN|25251-42-7),6.50%,0.00%,292229
2922290045,Anisidines,6.50%,0.00%,292229
2922290063,Aclonifen (ISO) (CAS RN 74070-46-5) with a purity by weight of 97|% or more,6.50%,0.00%,292229
2922290065,4-Trifluoromethoxyaniline (CAS RN 461-82-5),6.50%,0.00%,292229
2922290067,"4-Chloro-2,5-dimethoxyaniline (CAS|RN|6358-64-1)",6.50%,0.00%,292229
2922290070,4-Nitro-o-anisidine (CAS RN 97-52-9),6.50%,0.00%,292229
2922290073,Tris(4-aminophenyl) thiophosphate (CAS RN 52664-35-4),6.50%,0.00%,292229
2922290075,4-(2-Aminoethyl)phenol (CAS RN 51-67-2),6.50%,0.00%,292229
2922290080,3-Diethylaminophenol (CAS RN 91-68-9),6.50%,0.00%,292229
2922290085,4-Benzyloxyaniline hydrochloride (CAS RN 51388-20-6),6.50%,0.00%,292229
2922290090,Other,0.00%,0.00%,292229
2922310000,"Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof",0.00%,0.00%,292231
2922390010,"1-Amino-4-bromo-9,10-dioxoanthracene-2-sulfonic acid and its salts",6.50%,0.00%,292239
2922390015,"2-Amino-3,5-dibromobenzaldehyde (CAS|RN|50910-55-9)",6.50%,0.00%,292239
2922390020,2-Amino-5-chlorobenzophenone (CAS RN 719-59-5),6.50%,0.00%,292239
2922390025,3-(Dimethylamino)-1-(1-naphthalenyl)-1-propanone)hydrochloride (CAS RN 5409-58-5),6.50%,0.00%,292239
2922390030,(2-Fluorophenyl)-[2-(methylamino)-5-nitrophenyl]methanone (CAS RN 735-06-8),6.50%,0.00%,292239
2922390035,5-Chloro-2-(methylamino)benzophenone (CAS|RN|1022-13-5),6.50%,0.00%,292239
2922390040,"4,4'-Bis(diethylamino)benzophenone (CAS RN 90-93-7)",6.50%,0.00%,292239
2922390090,Other,0.00%,0.00%,292239
2922410010,L-Lysine hydrochloride (CAS RN 657-27-2),6.30%,0.00%,292241
2922410090,Other,0.00%,0.00%,292241
2922420010,Monosodium glutamate,6.50%,0.00%,292242
2922420090,Other,6.50%,0.00%,292242
2922430010,Anthranilic acid (CAS RN 118-92-3),6.50%,0.00%,292243
2922430090,Other,6.50%,0.00%,292243
2922440000,Tilidine (INN) and its salts,0.00%,0.00%,292244
2922492000,ß-Alanine,0.00%,0.00%,292249
2922498510,"Ornithine aspartate (INNM), (CAS RN 3230-94-2)",6.50%,0.00%,292249
2922498513,"O-Benzylglycine p-toluenesulphonate (CAS RN 1738-76-7), with a purity by weight of 93 % or more",6.50%,0.00%,292249
2922498517,"Glycine (CAS RN 56-40-6) with a purity by weight of 95 % or more, whether or not with not more than 5 % addition of anti-caking agent silicon dioxide (CAS RN 112926-00-8)",6.50%,0.00%,292249
2922498520,3-Amino-4-chlorobenzoic acid|(CAS|RN 2840-28-0),6.50%,0.00%,292249
2922498525,"Dimethyl 2-aminobenzene-1,4-dicarboxylate (CAS RN 5372-81-6)",6.50%,0.00%,292249
2922498530,Aqueous solution containing 40|% by weight or more of sodium methylaminoacetate (CAS RN 4316-73-8),6.50%,0.00%,292249
2922498535,2- (3-Amino-4-chloro-benzoyl) benzoic acid (CAS RN 118-04-7),6.50%,0.00%,292249
2922498540,Norvaline,6.50%,0.00%,292249
2922498550,D-(-)-Dihydrophenylglycine (CAS RN 26774-88-9),6.50%,0.00%,292249
2922498560,Ethyl-4-dimethylaminobenzoate (CAS RN 10287-53-3),6.50%,0.00%,292249
2922498565,Diethyl aminomalonate hydrochloride|(CAS RN 13433-00-6),6.50%,0.00%,292249
2922498570,2-Ethylhexyl-4-dimethylaminobenzoate (CAS RN 21245-02-3),6.50%,0.00%,292249
2922498575,L-alanine isopropyl ester hydrochloride (CAS RN 62062-65-1),6.50%,0.00%,292249
2922498580,12-Aminododecanoic acid (CAS|RN|693-57-2),6.50%,0.00%,292249
2922498590,Other,0.00%,0.00%,292249
2922500010,2-(2-(2-Aminoethoxy)ethoxy)acetic acid hydrochloride (CAS RN 134979-01-4),6.50%,0.00%,292250
2922500015,"3,5-Diiodothyronine (CAS RN 1041-01-6)",6.50%,0.00%,292250
2922500020,1-[2-Amino-1-(4-methoxyphenyl)-ethyl]-cyclohexanol hydrochloride (CAS RN 130198-05-9),6.50%,0.00%,292250
2922500025,L-Threonine (CAS RN 72-19-5),6.50%,0.00%,292250
2922500035,"(2S)-2-Amino-3-(3,4-dimethoxyphenyl)-2-methylpropanoic acid hydrochloride (CAS RN 5486-79-3)",6.50%,0.00%,292250
2922500070,2-(1-Hydroxycyclohexyl)-2-(4-methoxyphenyl)ethylammonium acetate,6.50%,0.00%,292250
2922500090,Other,0.00%,0.00%,292250
2923100010,Calcium phosphoryl choline chloride tetrahydrate (CAS RN 72556-74-2),6.50%,0.00%,292310
2923100090,Other,0.00%,0.00%,292310
2923200000,Lecithins and other phosphoaminolipids,0.00%,0.00%,292320
2923300000,Tetraethylammonium perfluorooctane sulphonate,6.50%,0.00%,292330
2923400000,Didecyldimethylammonium perfluorooctane sulphonate,6.50%,0.00%,292340
2923900010,"Tetramethylammonium hydroxide, in the form of an aqueous solution containing 25% (± 0,5%) by weight of tetramethylammonium hydroxide",6.50%,0.00%,292390
2923900025,"Tetrakis(dimethylditetradecylammonium) molybdate, (CAS RN|117342-25-3)",6.50%,0.00%,292390
2923900050,"Betaine hydrochloride (CAS RN 590-46-5), with a purity by weight of 93 % or more",6.50%,0.00%,292390
2923900055,Tetrabutylammonium bromide (CAS RN 1643-19-2),6.50%,0.00%,292390
2923900065,"N,N,N-trimethyl-tricyclo[3.3.1.13,7]decan-1-aminium hydroxide (CAS RN 53075-09-5) in form of an aqueous solution with a content of N,N,N-trimethyl-tricyclo[3.3.1.13,7]decan-1-aminium hydroxide by weight of 17,5 % or more but not more than 27,5 %",6.50%,0.00%,292390
2923900070," Tetrapropylammonium hydroxide, in the form of an aqueous solution containing: -|40|% (±|2|%) by weight of tetrapropylammonium hydroxide, -|0,3|% by weight or less of carbonate, -|0,1|% by weight or less of tripropylamine, -|500|mg/kg or less of bromide and -|25|mg/kg or less of potassium and sodium taken together",6.50%,0.00%,292390
2923900075,"Tetraethylammonium hydroxide, in the form of an aqueous solution containing: -|35|% (±|0,5|%) by weight of tetraethylammonium hydroxide, -|not more than 1|000|mg/kg of chloride, -|not more than 2|mg/kg|of iron and -|not more than 10|mg/kg|of potassium",6.50%,0.00%,292390
